-0.28325,0.2175
-0.28234,0.18938
-0.28153,0.17646
-0.2796,0.16178
-0.27554,0.13614
-0.27148,0.11751
-0.26575,0.095531
-0.24928,0.069928
-0.25509,0.064152
-0.25132,0.054262
-0.24445,0.038567
-0.23535,0.01916
-0.22745,0.0049577
-0.21809,-0.011109
-0.21042,-0.02298
-0.19877,-0.039666
-0.18683,-0.054756
-0.17143,-0.072854
-0.16237,-0.082587
-0.14528,-0.09933
-0.13416,-0.1092
-0.113,-0.12633
-0.09536,-0.13938
-0.081197,-0.14874
-0.052402,-0.15004
-0.050599,-0.16656
-0.046413,-0.16876
-0.03521,-0.17397
-0.012386,-0.18403
-0.0025246,-0.18771
0.026375,-0.19733
0.054856,-0.20476
0.066749,-0.20744
0.086504,-0.21056
0.10831,-0.21344
0.12395,-0.21441
0.1495,-0.21525
0.17385,-0.21443
0.19126,-0.21333
0.22036,-0.20941
0.23367,-0.20732
0.24131,-0.20554
0.24065,-0.18582
0.27104,-0.18485
0.27419,-0.1968
0.29859,-0.18291
0.30377,-0.18702
0.31084,-0.18438
0.32466,-0.17828
0.34453,-0.16917
0.35221,-0.16505
0.35032,-0.14382
0.3808,-0.14829
0.395,-0.13897
0.38257,-0.12857
0.37977,-0.12623
0.37263,-0.12025
0.36975,-0.11224
0.36891,-0.1099
0.3644,-0.097333
0.38019,-0.07662
0.39355,-0.083627
0.40133,-0.10246
0.41866,-0.11415
0.42004,-0.12022
0.4306,-0.11171
0.44764,-0.095977
0.46077,-0.083431
0.46916,-0.074174
0.48936,-0.050474
0.50338,-0.03153
0.51375,-0.016316
0.51003,0.015114
0.53039,0.011856
0.53533,0.021033
0.52022,0.025662
0.51783,0.028848
0.51666,0.030392
0.50436,0.046755
0.52627,0.065546
0.53336,0.063704
0.55021,0.053375
0.55258,0.058707
0.55323,0.060461
0.5522,0.061715
0.53872,0.07819
0.55595,0.098904
0.56515,0.09702
0.57108,0.12009
0.57475,0.1368
0.57845,0.16069
0.58054,0.17698
0.58141,0.19067
0.58225,0.2175
0.58141,0.24433
0.58054,0.25802
0.57845,0.27431
0.57478,0.29807
0.5708,0.3162
0.56525,0.3378
0.55709,0.33617
0.53788,0.35947
0.55467,0.37036
0.55313,0.37483
0.55218,0.37714
0.54935,0.37391
0.53398,0.3701
0.52771,0.39896
0.53465,0.41521
0.52918,0.42534
0.52656,0.42195
0.51411,0.41303
0.49733,0.40249
0.48952,0.39941
0.46563,0.41706
0.46813,0.42372
0.47763,0.43847
0.49321,0.44725
0.49858,0.44914
0.5118,0.4538
0.4985,0.4732
0.48542,0.49026
0.46653,0.5121
0.45798,0.52116
0.44427,0.53411
0.42963,0.54753
0.42082,0.55488
0.40163,0.56934
0.38832,0.57839
0.36262,0.57164
0.35495,0.58187
0.35611,0.59799
0.35049,0.60112
0.33062,0.61045
0.31158,0.61912
0.30501,0.62157
0.30004,0.61783
0.27402,0.63198
0.24537,0.63952
0.23401,0.64218
0.21708,0.64487
0.19193,0.64826
0.17439,0.64939
0.1495,0.65025
0.12514,0.64944
0.10779,0.64833
0.080637,0.64467
0.065402,0.64228
0.056766,0.64029
0.060429,0.6214
0.029614,0.62002
0.026302,0.63222
-0.0017999,0.62309
-0.010102,0.62003
-0.022412,0.61484
-0.03876,0.60756
-0.051735,0.60072
-0.068459,0.59141
-0.07805,0.58573
-0.10218,0.56969
-0.11201,0.56236
-0.13211,0.54614
-0.1426,0.53704
-0.15977,0.52035
-0.16962,0.5101
-0.18754,0.48903
-0.19428,0.48061
-0.20136,0.47083
-0.21798,0.44607
-0.23049,0.42462
-0.23755,0.41131
-0.22166,0.40013
-0.20498,0.38928
-0.2157,0.36497
-0.22904,0.36843
-0.23496,0.36996
-0.25263,0.37453
-0.25377,0.37585
-0.25415,0.37493
-0.25484,0.37292
-0.23931,0.35811
-0.25841,0.33484
-0.26662,0.33646
-0.27202,0.31538
-0.27575,0.2982
-0.27945,0.27431
-0.28154,0.25802
-0.28241,0.24433
-0.28325,0.2175
